inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
N/A,3200000.0,0.0,N/A,Bogotá,1,1,36.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Arriendo Apartaestudio amoblado en exclusivo sector en el centro de la ciudad, ubicacion privilegiada en zona residencial y comercial del centro Ideal para estudiantes, profesionales o personas que buscan vivir en un lugar estrategico, tranquilo y bien conectado. Caracteristicas del inmueble: Apartaestudio comodo y funcional excelente iluminacion natural, espacios bien distribuidos, Ideal para una persona o pareja a pocos pasos del Museo Nacional, Plaza de Toros y Parque Nacional, cerca de centros comerciales como San Martin. proximo a universidades, hospitales y entidades gubernamentales Vias de acceso como, Carrera 7, avenida El Dorado, avenida Caracas, avenida Circunvalar Amplias rutas de transporte publico Contactanos para mas informacion o para agendar una visita. Excelente oportunidad de vivir en el corazon de la ciudad!"
N/A,2600000.0,0.0,N/A,Bogotá,1,2,65.0,"Apartaestudio En Arriendo En Teusaquillo, Bogotá Espectacular aparta estudio en arriendo con excelentes acabados ubicado en piso 4 en el barrio Teusaquillo. Muy cerca del sector de chapinero, Galerías, a pocas cuadras de la Cra 30, cerca de la clínica Mederi, zonas comerciales y transporte público. Al ingresar encontrará una sala comedor con cocina abierta tipo americano completamente dotada, pisos enmadera laminada y cerámica, muebles en madera, cuenta con zona de lavandería, una habitación con walking closet, 2 baños, además una terraza con vistas a los cerros orientales, parqueadero propio cubierto. Servicios de agua, luz y gas independientes, zonas comunales húmedas. Cualquier información adicional contáctenos al correo electrónico alejandra.padilla@inmobiliariabogota.com o al teléfono ***. El equipo de Inmobiliaria Bogotá está comprometido a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad. ***"
N/A,2900000.0,0.0,N/A,Bogotá,1,2,36.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Espectacular apartamento de 36 mtrs amoblado con acabados modernos, piso doce, cocina integral eléctrica digital, sala, comedor, calentador eléctrico, 1 habitación amplia con closet, 2 baños con ducha, zona de lavandería y un parqueadero incluye wifi, internet y agua; El edificio cuenta con vigilancia 24 hrs, ascensores, parqueadero de visitantes, club house, barbacoa business center, 6 espacios coworking, piscina, gym; apto iluminado, exterior y vista panorámica; excelente ubicación sector centro internacional; un lugar exclusivo y tranquilo rodeado de negocios y de los edificios más altos de la ciudad. Cerca de la sofisticada zona financiera, organizaciones gubernamentales, empresarial, hoteles de primera clase, universidades, clínicas, bancos y centros comerciales más elegantes de la ciudad. Fáciles vías de acceso, carrera 13, carrera 7, calle 32 y avenida caracas. Inf ***"
N/A,2080000.0,0.0,N/A,Bogotá,1,1,18.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Excelente apartaestudio, un solo ambiente, totalmente amoblado. Edificio con amplias y bastantes zonas sociales magnifica ubicación en el Centro de la ciudad."
N/A,3200000.0,200000.0,N/A,Bogotá,1,1,50.0,"Apartaestudio En Arriendo En San Diego, Bogotá Se arrienda moderno apartaestudio completamente remodelado con acabados de primer nivel para estrenar, ofreciendo una distribución funcional con área social y cuarto completamente separados. Incluye nevera y estufa eléctrica, y está ubicado en un edificio con domótica de última generación que garantiza confort y eficiencia. Cuenta con zona de lavado comunal, espacio para gimnasia pasiva, moderno lobby y coworking, ideales para complementar tu estilo de vida. Su estratégica localización te permite vivir cerca del Centro Internacional, el corazón financiero de la ciudad, así como del Centro de Bogotá y las principales universidades, facilitando el acceso a zonas bancarias, culturales, restaurantes y una amplia oferta de transporte público. Una excelente oportunidad para profesionales y estudiantes que buscan calidad de vida y conectividad en una de las zonas más dinámicas de la capital."
N/A,2787000.0,313000.0,N/A,Bogotá,1,2,47.0,"Apartaestudio En Arriendo En San Martin, Bogotá APROVECHA ESTA GRAN OPORTUNIDAD DE VIVIR EN UNO DE LOS SECTORES MAS EXCLUSIVOS DE BOGOTA. CERCA A CENTROS COMERCIALES Y TRANSPORTE PUBLICO, EL EDIFICIO TIENE AREAS SOCIALES MUY ACOGEDORAS PARA DISFRUTAR CON FAMILIA Y AMIGOS, CUENTA CON GYM, SALON SOCIAL AMOBLADO, TERRAZAS AL AIRE LIBRE CON UNA EXCELENTE VISTA PANORAMICA Y ZONA DE LAVANDERIA, EL APTO CUENTA CON UN AREA DE 47 MT2. COCINA INTEGRAL, ZONA DE ROPAS INDEPENDIENTE, BAÑO SOCIAL, Y SALA COMEDOR CON BALCON, LA HABITACION TIENE BAÑO PRIVADO Y WALKIN CLOSET, EXCELENTE VISTA AL OCCIDENTE DE LA CIUDAD."
N/A,1336100.0,113900.0,N/A,Bogotá,1,1,37.0,"Apartaestudio En Arriendo En San Antonio, Bogotá ESPECTACULAR APARTA ESTUDIO PARA ESTRENAR, UBICADO EN ZONA CENTRO DE BOGOTA, CUENTA CON UN AREA DE 37 MT2, UNA HABITACION CON CLOSETH, ESTUDIO O HABITACION PEQUEÑA CON CLOSETH, BAÑO, COCINA INTEGRAL Y ZONA DE ROPAS INDEPENDIENTE, VIVE Y DISFRUTA EN ESTE ACOGEDOR APARTA ESTUDIO, ! CONTACTANOS !"
N/A,1700000.0,150000.0,N/A,Bogotá,1,1,35.0,"Apartaestudio En Arriendo En La Macarena, Bogotá Apartamentos en arriendo tipo LOFT semidotados, en el sector de La Macarena y el Centro Internacional. Diseñados para ofrecer comodidad y funcionalidad, con áreas desde 32 m² hasta 48 m², algunas unidades con balcón. Espacios iluminados, acabados modernos y opciones con o sin zona de lavandería hacen de La Quinta una excelente alternativa para estudiantes, profesionales y quienes buscan vivir en una ubicación estratégica. La movilidad es uno de sus mayores atractivos, con fácil acceso a transporte público y a pocos minutos de la Universidad Jorge Tadeo, Universidad de los Andes y Universidad Central. Además, está cerca de supermercados, centros comerciales y lugares icónicos como la Torre Colpatria y el Teatro Jorge Eliécer Gaitán."
N/A,2000000.0,0.0,N/A,Bogotá,1,1,39.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Descubra la comodidad y el estilo en este magnífico apartaestudio de 39m², diseñado para ofrecer una experiencia de vida superior. Disfrute de una habitación independiente con ventana exterior, garantizando privacidad y luz natural, complementada por un balcón privado que invita a relajarse. La vista panorámica al norte, con los imponentes cerros orientales como telón de fondo, transformará cada día en una postal. La cocina integral está completamente equipada con estufa, horno y purificador de olores, mientras que la grifería con agua caliente en todo el apartamento añade un toque de lujo. El canon incluye administración y parqueadero, simplificando su vida. Para ampliar información y acceder a un video detallado, contáctenos vía WhatsApp."
N/A,2250000.0,0.0,N/A,Bogotá,1,1,24.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Codigo: 18897. Arrienda apartaestudio amoblado de 24 m² en el piso 14 de la Torre Ventto, en el centro de Bogotá. Espacio tipo loft con área de habitación, sala, cocina integrada y 1 baño. Se entrega completamente amoblado, listo para habitar. Incluye parqueadero privado y acceso a áreas comunes como coworking, gimnasio, sala de juegos, terraza 360°, salón social y seguridad 24/7. Ubicación estratégica cerca de universidades, centros culturales y transporte público. Canon: $2.350.000 con administración incluida. Disponible para entrega inmediata."
N/A,2050000.0,150000.0,N/A,Bogotá,1,1,29.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá ¡APARTAMENTO EN ARRIENDO! Excelente Apartaestudio tipo Loft, excelente vista, cuenta con una iluminación al recibir el sol de la mañana, a 1 km de la biblioteca Luis Ángel Arango, ofrece alojamiento con vista a Monserrate, terraza y recepción 24 horas. Dispone de parqueadero comunal. El conjunto cerrado cuenta con centro de negocios e instalaciones para reuniones. En el sector hay lugares de interés como el Chorro de Quevedo, la plaza Bolívar, el Museo del Oro, Universidad de los Andes, del Rosario, la Javeriana, entre otras. El apartamento cuenta con 28 mts cuadrados espacio abierto sala comedor cocina baño y su habitación en un solo habiente y es amoblado Disponibilidad inmediata. ***"
N/A,1500000.0,0.0,N/A,Bogotá,1,1,24.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Descubre este impecable apartaestudio de 1 baño disponible en arriendo, con menos de un año de antigüedad. Ideal para quienes buscan un espacio contemporáneo y funcional, esta propiedad ofrece un estilo de vida práctico y sofisticado en un solo piso, con todas las comodidades modernas y un diseño vanguardista que invita al confort. El apartaestudio cuenta con un espacio luminoso y un diseño funcional, optimizado para el confort contemporáneo. El espacioso dormitorio principal está listo para ser personalizado a tu gusto, ofreciendo un ambiente sereno. Además, dispone de un baño moderno con ducha de mampara de vidrio, complementado por un calentador de agua eléctrico que asegura tu comodidad diaria. Los acabados incluyen pisos en baldosa y una elegante imitación madera que aportan calidez y estilo. La cocina, funcional y compacta, integra gabinetes de madera clara y un mesón de granito, perfecta para un estilo de vida práctico. Entre sus características clave se destacan la ventilación natural que ilumina cada rincón, closets y armarios empotrados para una organización impecable. Este apartaestudio representa una oportunidad única para vivir en un espacio diseñado para el confort y la eficiencia, ideal para quienes valoran la calidad y la modernidad."
N/A,1635000.0,65233.0,N/A,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En Samper, Bogotá Apartaestudio para estrenar en arriendo en Samper, estrato 4, con un área de 30 m², que cuenta con sala-comedor, 1 alcoba con clóset, 1 baño con calentador de caldera y cocina sencilla con estufa eléctrica. El inmueble se destaca por sus excelentes acabados, pisos en madera y muy buena iluminación natural. Además, dispone de zona de ropas, ascensor y vigilancia. El conjunto ofrece club house, zona de niños, parqueadero para visitantes y vista panorámica. Ubicado en zona residencial con facilidad de transporte y cómodas vías de acceso por la CL 33A y CR 13. Para mayor información, comuníquese con el ejecutivo comercial Carlos Medina al celular o WhatsApp ***o al correo electrónico carlos.medinainmobiliariasaliadas.com. ***"
N/A,2600000.0,200000.0,N/A,Bogotá,1,1,34.0,"Apartaestudio En Arriendo En San Diego, Bogotá Se arrienda moderno apartaestudio completamente remodelado con acabados de primer nivel para estrenar, ofreciendo una distribución funcional con área social y cuarto completamente separados. Incluye nevera y estufa eléctrica, y está ubicado en un edificio con domótica de última generación que garantiza confort y eficiencia. Cuenta con zona de lavado comunal, espacio para gimnasia pasiva, moderno lobby y coworking, ideales para complementar tu estilo de vida. Su estratégica localización te permite vivir cerca del Centro Internacional, el corazón financiero de la ciudad, así como del Centro de Bogotá y las principales universidades, facilitando el acceso a zonas bancarias, culturales, restaurantes y una amplia oferta de transporte público. Una excelente oportunidad para profesionales y estudiantes que buscan calidad de vida y conectividad en una de las zonas más dinámicas de la capital."
N/A,2114005.0,85995.0,N/A,Bogotá,1,1,25.0,"Apartaestudio En Arriendo En Teusaquillo, Bogotá ESPECTACULAR APTO UBICADO EN ZONA EXCLUSIVA DE BOGOTA, CUENTA CON UN AREA DE 25 M2, ES TIPO LOFT, COCINA INTEGRAL, BAÑO Y GARAJE. TIENE HERMOSA VISTA EXTERIOR A LOS CERROS ORIENTALES, EL EDIFICIO ES CLUB HOUSE, CONTACTANOS Y VIVE EN ESTE AMBIENTE INNOVADOR Y ACOGEDOR"
N/A,1350000.0,0.0,N/A,Bogotá,1,1,34.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Aparta estudio arriendo candelaria, apto 703, Circunvalar, cra 3 CRA 10, calle 19, centro histórico, Monserrate, centro comercial el gran San. Estación de Transmilenio Universidades, cerca a comercio, Zona bancos. Un ambiente, Cocina eléctrica, Baño con division, closet, ubicado en edificio cluster. haz tu estudio digital en minutos, arrienda con nosotros. ***"
N/A,4600000.0,0.0,N/A,Bogotá,3,2,97.0,"Casa En Arriendo En Centro Internacional, Bogotá Se arrienda casa comercial en punto privilegiado del centro cerca a la estación de museo nacional, sobre la séptima, área 97 metros de cuatro pisos , cuenta en el ingreso con recepción, tres oficinas con vista a la séptima, dos baños, espacio para sala de reuniones, canaletas para cableado con muy buena luz natural, plus de visibilidad por ser esquinero, zona corporativa y segura, cerca a zonas bancarias ***"
N/A,1380000.0,120000.0,N/A,Bogotá,1,1,36.0,"Apartaestudio En Arriendo En Eduardo Santos, Bogotá Apartaestudio en arriendo en Eduardo Santos, con un área de 36 m². El inmueble cuenta con sala-comedor en un solo ambiente, una alcoba amplia, un baño moderno, cocina integral equipada con estufa y calentador a gas, además de zona de ropas independiente, excelente iluminación natural, buena ventilación, pisos en cerámica. El edificio ofrece ascensor, vigilancia, gimnasio, zona de niños y parqueadero comunal, brindando comodidad y seguridad. Ubicado en una zona estratégica y de alta conectividad, el barrio Eduardo Santos se caracteriza por su cercanía a importantes vías como la Avenida Caracas y corredores principales, lo que facilita el acceso al transporte público y a diferentes puntos de la ciudad. Para más información, comuníquese con el ejecutivo comercial Faber Alejandro Ariza Aya al celular o WhatsApp ***o al correo faber.arizainmobiliariasaliadas.com. ***"
N/A,1553000.0,247000.0,N/A,Bogotá,1,1,19.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá ESPECTACULAR APARTA ESTUDIO AMOBLADO TIPO LOFT, UBICADO EN ZONA CENTRO DE BOGOTA, EXCELENTE UBICACION E ILUMINACION, CUENTA CON UN AREA DE 19 MT2, UN BAÑO, COCINA INTEGRAL, Y HABITACION TIPO LOFT."
N/A,1940600.0,359400.0,N/A,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En Teusaquillo, Bogotá Apartaestudio un solo ambiente, con finos acabados, garaje y depósito, buena luz natural, frente a la estación de Transmilenio, conjunto con muy buenas zonas comunales, gym, Coworking, sala de juntas, sala lonch, sala de películas, zona de mascotas, terraza BBQ."
N/A,1502800.0,297200.0,N/A,Bogotá,1,1,32.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá Descubre la comodidad y practicidad en este aparta estudio en arriendo. Con 1 baño y 32 metros cuadrados, este espacio ofrece todo lo que necesitas. Ubicado en una zona privilegiada, con una distribución inteligente que maximiza cada rincón. Por tan solo $1.850.000, podrás disfrutar de un ambiente acogedor y funcional. ¡No dejas dejes pasar esta oportunidad única! Llámanos al ***o al ***."
